# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_id" "-a" "reference/AmoebaDB-61_NgruberiNEG-M.gtf" "data/mapping/Ng_01_mapping.bam" "data/mapping/Ng_02_mapping.bam" "data/mapping/Ng_03_mapping.bam" "data/mapping/Ng_04_mapping.bam" "data/mapping/Ng_05_mapping.bam" "data/mapping/Ng_06_mapping.bam" "data/mapping/Ng_07_mapping.bam" "data/mapping/Ng_08_mapping.bam" "data/mapping/Ng_09_mapping.bam" "data/mapping/Ng_10_mapping.bam" "data/mapping/Ng_11_mapping.bam" "data/mapping/Ng_12_mapping.bam" "data/mapping/Ng_13_mapping.bam" "data/mapping/Ng_14_mapping.bam" "data/mapping/Ng_15_mapping.bam" "data/mapping/Ng_16_mapping.bam" "data/mapping/Ng_17_mapping.bam" "data/mapping/Ng_19_mapping.bam" "data/mapping/Ng_21_mapping.bam" "-o" "data/feature_counts/counts.txt" 
Geneid	Chr	Start	End	Strand	Length	data/mapping/Ng_01_mapping.bam	data/mapping/Ng_02_mapping.bam	data/mapping/Ng_03_mapping.bam	data/mapping/Ng_04_mapping.bam	data/mapping/Ng_05_mapping.bam	data/mapping/Ng_06_mapping.bam	data/mapping/Ng_07_mapping.bam	data/mapping/Ng_08_mapping.bam	data/mapping/Ng_09_mapping.bam	data/mapping/Ng_10_mapping.bam	data/mapping/Ng_11_mapping.bam	data/mapping/Ng_12_mapping.bam	data/mapping/Ng_13_mapping.bam	data/mapping/Ng_14_mapping.bam	data/mapping/Ng_15_mapping.bam	data/mapping/Ng_16_mapping.bam	data/mapping/Ng_17_mapping.bam	data/mapping/Ng_19_mapping.bam	data/mapping/Ng_21_mapping.bam
GENE_80433	GG738880.1;GG738880.1	155162;155880	155827;157792	+;+	2579	699	1023	697	1055	1200	992	1059	1037	2089	1902	2110	2107	2144	1551	1928	1654	1774	2198	3976
GENE_69746	GG738880.1	159716	160183	+	468	25934	46263	1480	70763	56144	52915	54944	48338	45	41	86	32	31	1267	520	629	960	7474	10063
GENE_69747	GG738880.1;GG738880.1	160662;160892	160857;161883	+;+	1188	92	116	0	165	107	164	169	149	711	727	798	706	726	40	205	361	377	22	18
GENE_58592	GG738880.1	162827	163402	+	576	82253	142733	4919	227678	191088	172460	176891	162772	179	185	377	194	189	3937	1742	2905	3858	20177	24993
GENE_50512	GG738880.1	163404	165596	-	2193	49	222	39	273	284	372	384	362	472	481	707	553	488	28	14	11	12	219	239
GENE_50513	GG738880.1	167043	168044	+	1002	0	17	22	27	40	37	43	45	179	153	194	152	181	47	77	97	86	34	20
GENE_80435	GG738880.1	169303	171346	+	2044	62	64	11	115	101	74	93	157	214	207	211	192	226	173	125	276	235	688	821
GENE_69752	GG738880.1	173044	174324	-	1281	6784	11835	834	11008	5849	5921	6493	5937	467	451	580	528	487	1528	2487	1901	1876	12358	27904
GENE_69753	GG738880.1	174649	176649	-	2001	38	37	0	27	68	103	102	101	190	181	208	218	187	165	242	289	278	236	286
GENE_50517	GG738880.1	176994	177962	+	969	0	33	0	22	3	7	6	3	49	54	55	56	46	64	42	13	21	40	18
GENE_50518	GG738880.1	178118	179410	+	1293	80	187	36	115	235	178	181	138	1522	1358	1547	1570	1616	328	341	340	316	396	598
GENE_80436	GG738880.1;GG738880.1;GG738880.1	180280;180469;180737	180419;180566;181750	+;+;+	1252	113	152	3	175	319	342	330	320	497	460	501	487	486	1837	1600	1327	1370	299	204
GENE_80437	GG738880.1	184307	185319	+	1013	3341	5716	902	5491	4675	3408	3560	3828	566	613	1148	641	604	15073	15712	13664	14596	4795	3353
GENE_58596	GG738880.1	185502	188693	+	3192	3232	6298	620	8622	3461	3291	3073	5343	5829	14508	13180	10523	9518	7116	9562	7019	8385	5638	5752
GENE_58597	GG738880.1	189124	191007	-	1884	6998	12184	675	13292	11116	10036	8722	7349	5934	5506	6274	6164	6457	1658	2779	1987	1938	19448	35055
GENE_50523	GG738880.1	193764	195152	-	1389	183	366	125	397	296	228	218	217	382	333	429	449	394	271	246	324	342	1107	2287
GENE_69761	GG738880.1	196045	197535	-	1491	0	1	0	0	4	0	0	0	370	293	588	383	345	0	0	0	0	0	0
GENE_69762	GG738880.1	197957	198445	+	489	0	0	0	0	0	0	0	0	3	10	9	7	11	0	0	0	0	0	0
GENE_50525	GG738880.1	198475	199545	+	1071	0	0	0	0	0	0	0	0	21	19	17	13	28	0	0	0	0	0	1
GENE_50526	GG738880.1	199723	201594	+	1872	0	0	0	0	0	0	0	0	56	59	26	41	58	0	0	0	0	0	0
GENE_69765	GG738880.1	201830	202768	-	939	0	1	30	0	0	1	0	0	344	357	410	375	409	0	0	0	2	0	0
GENE_80440	GG738880.1	203842	207759	-	3918	0	1	0	0	0	1	0	0	1069	939	1141	1014	1099	0	0	2	0	0	0
GENE_t429	GG738880.1	207930	208002	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_50528	GG738880.1	208119	209246	-	1128	238	135	210	51	32	11	7	10	2195	1839	2119	2118	2550	2	0	20	28	18	21
GENE_69768	GG738880.1	209567	210049	+	483	157	129	69	125	208	219	231	176	312	286	338	308	308	380	264	297	343	648	759
GENE_80441	GG738880.1;GG738880.1	210033;210735	210692;211380	-;-	1306	1098	1793	368	1805	3007	3057	2690	2255	445	418	505	402	458	627	674	988	1057	972	561
GENE_80442	GG738880.1	211452	212533	+	1082	361	459	135	557	485	533	613	518	160	150	207	190	182	543	530	580	605	349	208
GENE_50531	GG738880.1	213161	221302	+	8142	66	261	74	245	376	438	538	481	700	686	822	732	700	503	486	557	693	1600	2794
GENE_80443	GG738880.1	222196	224162	+	1967	245	386	203	367	179	243	256	376	581	608	587	569	630	1061	1550	915	1177	1133	1219
GENE_69773	GG738880.1;GG738880.1;GG738880.1;GG738880.1	225780;226383;227085;229657	226213;227040;229598;230004	+;+;+;+	3954	38	32	52	14	17	11	9	22	45	38	41	39	45	91	48	79	54	82	107
GENE_69774	GG738880.1;GG738880.1;GG738880.1	230107;230544;232401	230491;232221;232560	-;-;-	2223	289	328	72	257	470	492	496	513	556	629	676	669	641	670	755	631	753	297	321
GENE_69775	GG738880.1;GG738880.1	233251;233317	233277;235317	+;+	2028	18	102	44	69	116	134	113	175	609	770	778	710	646	307	361	274	322	222	114
GENE_69776	GG738880.1	235361	237121	-	1761	1130	1648	153	1364	1268	1319	1324	1137	1257	1173	1391	1380	1304	713	755	796	900	1804	2417
GENE_58601	GG738880.1	237533	240681	-	3149	84	188	75	227	376	362	388	373	1469	1449	1476	1547	1487	635	811	969	1083	1121	1635
GENE_80445	GG738880.1	241098	242154	+	1057	330	434	357	438	546	541	529	405	687	769	853	782	837	1067	781	1041	1315	815	1206
GENE_50538	GG738880.1	243632	244702	+	1071	0	11	6	1	16	10	19	11	2	2	2	1	3	3	1	4	4	13	7
GENE_80446	GG738880.1;GG738880.1;GG738880.1	244921;245181;246165	245130;245881;246402	-;-;-	1149	1247	2126	463	1867	2978	3161	2785	2132	1526	1628	1861	1716	1633	4176	4132	3936	4020	1661	1210
GENE_50540	GG738880.1	247310	249544	+	2235	56	56	51	37	61	46	48	32	1101	981	1048	1095	1139	38	57	88	106	93	106
GENE_69782	GG738880.1	249647	250324	-	678	22	40	0	48	32	43	25	26	274	219	246	274	272	75	59	101	106	226	324
GENE_69783	GG738880.1	250519	252219	-	1701	36	94	23	103	115	77	70	95	233	216	230	277	247	132	168	197	269	117	232
GENE_69784	GG738880.1	252305	253084	-	780	0	9	0	8	16	12	21	20	8	10	7	17	14	52	41	74	69	37	7
GENE_69785	GG738880.1	253560	255770	-	2211	0	37	54	28	95	67	68	100	347	320	308	338	361	189	187	294	270	221	302
GENE_69786	GG738880.1	255920	256633	-	714	59	266	46	230	992	863	989	967	390	368	429	398	399	1294	972	982	1050	7384	4662
GENE_69787	GG738880.1;GG738880.1	256813;257689	257638;258164	+;+	1302	21	29	23	23	36	54	36	45	125	104	112	85	114	84	53	87	96	92	155
GENE_69788	GG738880.1;GG738880.1;GG738880.1	258304;258916;261155	258812;259663;261178	+;+;+	1281	0	6	0	8	19	9	7	4	42	39	39	36	41	19	51	70	85	7	4
GENE_80447	GG738880.1	261196	262231	-	1036	8601	12745	4850	17603	20869	23540	23556	20591	8132	7756	9218	8451	8623	12242	10401	18431	19924	2153	818
GENE_80448	GG738880.1;GG738880.1;GG738880.1	262678;263231;263457	263177;263347;263988	-;-;-	1149	12	47	62	65	42	53	57	39	291	281	302	285	262	31	29	30	27	25	7
GENE_69791	GG738880.1	264580	266019	+	1440	136	287	113	265	501	405	420	402	480	419	494	493	526	874	719	739	842	560	337
GENE_55833	GG738880.1	266292	266812	+	521	173	329	157	518	288	322	259	231	824	862	967	889	902	2903	1824	2801	2922	292	125
GENE_69793	GG738880.1	266801	268102	-	1302	9	9	0	1	1	0	0	0	14	15	17	16	11	1	0	0	1	1	0
GENE_69794	GG738880.1	268913	275170	+	6258	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	28
GENE_69795	GG738880.1;GG738880.1	275205;275903	275852;276253	-;-	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0
GENE_69796	GG738880.1;GG738880.1	276515;277308	277188;277761	-;-	1128	0	0	0	0	2	1	1	0	0	2	4	0	0	4	5	11	11	9	12
GENE_80450	GG738880.1	278040	279492	-	1453	0	34	19	34	56	65	69	62	303	329	371	325	299	80	99	149	191	100	106
GENE_69798	GG738880.1;GG738880.1	279618;280788	280738;280956	-;-	1290	0	46	26	44	37	24	20	27	91	74	53	66	63	198	210	232	247	170	76
GENE_69799	GG738880.1;GG738880.1;GG738880.1	281061;281297;281575	281210;281466;281728	-;-;-	474	126	135	41	198	200	206	194	194	392	367	400	424	400	320	231	199	212	383	350
GENE_58607	GG738880.1;GG738880.1;GG738880.1	282027;287048;287243	282332;287211;288605	+;+;+	1833	2017	3381	1044	1873	4201	3005	2607	1704	2144	1774	1844	1927	2186	3385	4819	6560	7569	533	328
GENE_t427	GG738880.1	288993	289063	+	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_80454	GG738880.1	290069	293070	-	3002	522	782	147	723	1164	1177	987	1022	1878	1737	1903	2106	2032	1019	1289	1177	1548	778	735
GENE_80455	GG738880.1;GG738880.1	293797;295410	295368;295478	+;+	1641	563	935	304	812	659	282	142	41	521	496	481	509	536	95	66	25	22	39	18
GENE_69805	GG738880.1;GG738880.1;GG738880.1;GG738880.1	295745;298235;298552;299035	298188;298490;298767;299412	-;-;-;-	3294	126	344	132	399	666	706	754	672	1201	1251	1283	1360	1285	922	1196	1354	1444	740	831
GENE_69806	GG738880.1	299788	302172	-	2385	0	4	0	0	1	5	0	2	2	1	6	8	4	18	13	24	16	7	5
GENE_69807	GG738880.1	302815	304191	-	1377	0	6	32	20	40	42	35	66	299	345	344	368	353	218	263	337	343	138	195
GENE_t428	GG738880.1	304290	304362	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_69808	GG738880.1	304516	305241	-	726	282	244	222	247	2070	1783	2085	2077	27	20	52	35	23	1214	795	1153	1486	1469	218
GENE_80456	GG738880.1;GG738880.1;GG738880.1;GG738880.1	306781;309065;310732;311140	308990;310693;311065;312430	+;+;+;+	5464	153	374	52	472	474	449	516	523	834	772	897	902	967	721	661	602	685	1856	2897
GENE_80457	GG738880.1	313124	315573	-	2450	388	530	242	421	649	565	584	549	811	883	837	944	900	1481	1972	2529	2728	967	1378
GENE_80458	GG738880.1	315988	316875	+	888	1013	1577	107	2208	1491	1402	1482	1394	1662	1446	1864	1642	1747	1335	1167	1530	1849	1149	1570
GENE_69812	GG738880.1;GG738880.1;GG738880.1	317388;318063;319104	318019;319063;319477	+;+;+	2007	0	26	0	8	7	5	4	1	9	28	21	15	19	0	4	1	1	18	16
GENE_69813	GG738880.1	320352	323639	+	3288	28	82	0	60	135	125	113	101	363	340	368	357	365	61	74	100	118	288	408
GENE_80459	GG738880.1;GG738880.1	324164;326740	326702;327104	+;+	2904	176	175	6	209	179	173	153	156	690	647	648	684	721	184	235	244	288	584	674
GENE_50561	GG738880.1;GG738880.1;GG738880.1	328155;328818;329483	328762;329387;329873	-;-;-	1569	0	8	9	2	2	1	0	0	601	503	516	570	651	2	3	3	6	0	1
GENE_50562	GG738880.1	330085	331437	-	1353	57	191	0	105	234	218	353	348	188	141	178	147	172	1812	2297	646	987	236	3
GENE_69817	GG738880.1	333462	335921	+	2460	32	119	50	92	109	90	130	100	312	282	292	300	342	57	79	155	145	463	679
GENE_69818	GG738880.1;GG738880.1;GG738880.1;GG738880.1;GG738880.1	336495;339280;340423;340945;341524	339209;339897;340820;341428;341607	-;-;-;-;-	4299	89	148	0	214	273	236	253	218	390	328	401	390	392	170	259	273	302	143	117
GENE_50565	GG738880.1	341990	343840	+	1851	0	17	12	9	11	7	8	8	436	397	352	416	468	6	8	21	31	24	27
GENE_69820	GG738880.1	344963	346645	+	1683	252	259	86	247	316	334	332	325	400	411	437	403	387	356	392	408	490	672	1009
GENE_69821	GG738880.1	347459	348811	-	1353	184	242	34	283	313	279	293	274	389	369	442	424	387	319	385	447	448	643	767
GENE_69822	GG738880.1	349039	349869	-	831	97	65	11	63	96	102	123	92	159	195	206	211	199	215	177	186	210	155	175
GENE_69823	GG738880.1;GG738880.1;GG738880.1	350041;351238;352135	351191;352071;353032	-;-;-	2883	520	716	162	524	1132	1041	943	719	1340	1132	1205	1385	1441	110	146	189	257	363	650
GENE_50569	GG738880.1;GG738880.1	354353;356365	355081;358833	+;+	3198	237	417	137	423	390	395	435	432	3755	2827	3462	3686	3574	355	637	620	750	1609	3125
GENE_69826	GG738880.1;GG738880.1	359065;359242	359164;360377	-;-	1236	807	1207	123	767	749	724	658	515	1809	1692	2376	1813	1976	15	11	15	21	463	755
GENE_69827	GG738880.1;GG738880.1	361184;362518	362431;362907	-;-	1638	1127	2066	80	2625	2118	1943	2024	1915	898	709	952	735	866	128	164	260	285	364	462
GENE_69828	GG738880.1	364583	365683	-	1101	29	61	52	52	131	150	143	154	357	326	343	353	404	47	109	198	254	23	55
GENE_69829	GG738880.1	365935	366909	-	975	80	51	0	85	133	120	112	101	48	62	70	56	62	740	568	320	407	37	1
GENE_56244	GG738880.1;GG738880.1	367207;368791	368656;368808	-;-	1468	7042	10550	1748	9559	10220	12523	13147	10193	353	326	460	446	359	18754	15642	16554	17851	2759	2126
GENE_80461	GG738880.1;GG738880.1	370041;373208	373170;376301	+;+	6224	104	186	0	150	145	152	170	173	444	450	508	475	490	329	420	380	399	242	186
GENE_50576	GG738880.1;GG738880.1	376412;378301	378198;379855	-;-	3342	901	1763	88	1973	1173	998	1011	798	498	440	431	474	486	177	280	440	548	699	1194
GENE_69833	GG738880.1;GG738880.1	380362;382305	382260;383603	+;+	3198	700	1026	292	1032	1252	1172	1151	861	1454	1356	1504	1713	1702	862	837	1005	1101	1092	1923
GENE_69834	GG738880.1	383691	384707	-	1017	155	230	162	211	375	320	318	257	132	183	172	125	131	213	152	214	253	244	296
GENE_80462	GG738880.1;GG738880.1	385054;386143	386006;386373	-;-	1184	520	780	276	817	3544	3885	4857	4818	223	210	240	243	235	1076	882	633	748	9199	7546
GENE_69836	GG738880.1	386526	388118	-	1593	0	5	0	0	1	1	7	5	16	6	5	6	11	0	1	1	2	51	42
GENE_56245	GG738880.1	389421	390151	+	731	6289	10779	1034	13143	5331	5817	4128	3206	253	285	426	316	330	3530	2184	1521	1483	4186	896
GENE_80464	GG738880.1	390650	392738	+	2089	1728	2601	1175	3046	2726	2547	2422	2170	3405	2785	3656	3283	3187	1972	2467	1830	1961	4176	4259
GENE_50581	GG738880.1	393622	396111	+	2490	0	2	18	1	0	0	0	0	354	281	274	329	379	0	3	4	9	3	5
GENE_69840	GG738880.1;GG738880.1	396224;397745	397683;398090	-;-	1806	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GENE_69841	GG738880.1	399570	400688	+	1119	20	0	0	0	0	1	1	2	74	51	53	69	63	0	2	5	3	2	2
GENE_69842	GG738880.1;GG738880.1	401725;402690	402176;403446	+;+	1209	0	6	0	3	5	0	3	0	410	350	463	409	413	3	0	3	1	4	2
GENE_80465	GG738880.1;GG738880.1	403623;404021	403979;405878	-;-	2215	16	9	0	0	1	0	1	0	1939	1984	2005	2186	2125	0	2	3	5	2	3
GENE_69844	GG738880.1;GG738880.1;GG738880.1;GG738880.1	413461;414257;414748;416102	414213;414441;414980;416446	+;+;+;+	1516	0	3	0	5	5	2	5	1	148	109	189	129	147	1	2	2	2	9	5
GENE_54782	GG739054.1;GG739054.1	414;624	553;1110	-;-	627	46	42	15	31	41	59	43	33	26	25	37	38	38	121	77	73	66	50	22
GENE_t885	GG739054.1	1337	1407	+	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_76623	GG739054.1;GG739054.1;GG739054.1	2462;6090;6913	2503;6794;6966	-;-;-	801	36	65	0	45	32	17	6	6	184	145	174	157	173	3	2	3	2	4	0
GENE_76624	GG739054.1	7599	8375	+	777	247	435	24	413	437	283	284	190	99	130	160	124	93	89	29	9	5	15	13
GENE_48552	GG738864.1;GG738864.1;GG738864.1;GG738864.1	2824;7923;8255;11075	7737;8077;8466;11091	-;-;-;-	5298	46	7	0	2	7	2	13	17	4	26	14	11	20	7	6	10	6	37	88
GENE_57830	GG738864.1	13493	15179	-	1687	952	1056	259	1566	1344	1686	1736	1457	46	36	61	40	41	301	409	425	461	164	91
GENE_57831	GG738864.1	15316	17765	-	2450	45	33	0	49	70	54	65	65	439	356	414	448	422	200	221	278	296	51	49
GENE_2959	GG738864.1;GG738864.1	18289;18736	18663;18906	+;+	546	0	0	0	2	0	1	0	0	172	172	190	173	196	1	4	22	13	1	4
GENE_66764	GG738864.1	19516	20406	+	891	59	199	3	197	86	117	99	121	1627	1541	1933	1784	1757	140	102	107	124	675	1170
GENE_79483	GG738864.1;GG738864.1;GG738864.1	20482;21019;21164	20964;21116;22518	-;-;-	1936	2731	4043	129	5618	1857	1743	1528	1949	1591	1992	2007	1880	1896	1033	1174	1050	1238	6586	7262
GENE_48558	GG738864.1	23938	24303	-	366	26	39	41	55	55	64	63	87	88	92	102	96	74	176	123	197	196	480	256
GENE_66766	GG738864.1	24696	25934	+	1239	0	7	0	5	18	21	23	29	49	53	57	52	43	15	74	78	101	3	13
GENE_3364	GG738864.1	26017	26715	-	699	0	5	0	10	7	10	14	14	39	43	50	47	33	50	59	68	73	20	18
GENE_66767	GG738864.1;GG738864.1	27276;27752	27693;28086	+;+	753	0	13	0	4	15	15	15	15	156	117	137	147	176	92	48	60	84	21	32
GENE_57833	GG738864.1;GG738864.1	28285;34204	34150;34427	-;-	6090	145	223	70	190	275	311	380	343	876	798	988	1013	971	619	700	952	967	978	1385
GENE_66769	GG738864.1	34882	35481	-	600	0	10	0	8	23	14	18	24	22	22	28	31	22	38	37	37	31	32	43
GENE_66770	GG738864.1	35822	36931	+	1110	28	42	27	44	53	46	49	45	147	140	136	141	133	74	102	149	143	117	131
GENE_79486	GG738864.1	38018	39255	-	1238	1594	2267	594	2480	1125	860	875	723	434	421	522	446	444	490	364	347	325	930	1027
GENE_79487	GG738864.1;GG738864.1	39837;40550	40466;42199	+;+	2280	4105	6846	822	6572	5162	5095	4596	3885	5279	4848	5435	5457	5823	2446	3518	2859	3188	6211	9352
GENE_48564	GG738864.1;GG738864.1;GG738864.1	42224;46028;47149	45367;46794;47191	-;-;-	3954	0	13	0	5	62	39	38	54	264	214	287	261	274	37	85	61	91	154	189
GENE_t274	GG738864.1	47305	47375	+	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_66776	GG738864.1	47994	48725	+	732	0	5	36	6	1	3	12	5	18	18	26	22	19	24	14	29	36	49	28
GENE_48566	GG738864.1	48912	49946	-	1035	21	12	28	22	40	28	24	42	323	288	275	253	318	88	58	158	149	53	25
GENE_48567	GG738864.1	50850	51689	+	840	617	855	300	792	1046	943	847	675	829	876	963	943	773	2161	1670	1916	2137	622	359
GENE_55748	GG738864.1	53540	55128	+	1589	135	220	129	120	370	234	213	193	695	512	401	600	674	253	313	929	1098	103	38
GENE_66780	GG738864.1;GG738864.1	55313;55605	55558;56576	+;+	1218	0	2	0	0	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0
GENE_66781	GG738864.1;GG738864.1;GG738864.1	56890;57090;57984	56959;57942;58092	-;-;-	1032	0	8	0	7	54	49	48	40	27	34	27	23	30	30	38	20	19	4	8
GENE_33120	GG738864.1;GG738864.1;GG738864.1;GG738864.1	58725;58821;59010;59445	58775;58963;59379;59576	+;+;+;+	696	40	39	0	52	220	247	223	197	148	128	159	159	163	770	487	492	518	209	207
GENE_66783	GG738864.1	60091	64923	+	4833	0	5	0	6	7	2	9	5	14	15	26	14	9	26	20	29	41	7	11
GENE_48570	GG738864.1	65090	66076	-	987	0	1	0	3	0	0	0	0	1	0	2	1	0	2	0	1	0	2	0
GENE_66785	GG738864.1	66257	67939	+	1683	13	32	0	46	23	18	20	19	85	92	87	86	115	96	46	59	81	132	245
GENE_48572	GG738864.1	67982	70111	-	2130	99	236	10	274	73	63	70	82	278	238	227	259	278	43	149	156	176	86	152
GENE_66787	GG738864.1	70442	72655	+	2214	317	340	0	356	110	94	76	90	293	288	280	325	354	91	149	203	247	178	194
GENE_48573	GG738864.1	72698	73864	-	1167	31	39	0	50	37	38	29	40	105	143	111	144	166	38	57	82	98	77	98
GENE_79489	GG738864.1	74249	76272	+	2024	5399	8167	3207	9644	15606	16062	15939	14857	11316	10561	12214	11993	11469	16173	16840	16335	17818	13593	16032
GENE_66789	GG738864.1	77145	78326	+	1182	0	0	0	1	0	1	1	0	2	0	2	1	0	1	1	2	0	9	17
GENE_33066	GG738864.1	78780	79223	-	444	300	334	37	518	508	685	714	607	386	423	460	543	438	1752	950	1426	1557	740	526
GENE_48577	GG738864.1	79621	80667	+	1047	10	25	0	13	11	10	15	13	44	61	60	67	66	84	92	76	118	43	28
GENE_66792	GG738864.1	80731	81444	-	714	0	19	20	19	13	14	6	9	46	68	51	59	50	241	194	155	134	35	17
GENE_79490	GG738864.1	81836	96712	+	14877	696	1259	463	1256	1200	1374	1467	1536	584	659	790	689	741	2087	1651	939	1051	8895	10129
GENE_79491	GG738864.1	96707	99260	-	2554	96	205	92	157	273	287	314	285	1163	1059	1132	1188	1267	616	710	584	754	873	947
GENE_66795	GG738864.1	99924	100478	+	555	60	46	47	36	79	82	70	81	112	129	183	124	129	163	107	166	179	72	78
